conversation_history	query	rewrited_query	candidates	generation	gt	plan	arguments	all	file
"[""turn 1: Show me the phone number and email for content://contacts/people/1035. -> Here are the phone number and email for content://contacts/people/1035."", ""turn 2: Set a 10-minute timer named 'Tea steeping'. -> The 'Tea steeping' timer is set for 10 minutes."", ""turn 3: Display all sent messages. -> Your Sent messages folder appears to be empty."", ""turn 4: Select one image from my gallery. -> Got it. You selected: content://temp/DCIM/Camera/IMG_20230815_123456.jpg.""]"	Update that contact's email to [user1035@newdomain.com].	Update content://contacts/people/1035's email to [user1035@newdomain.com].	['ACTION_SET_RINGTONE', 'play_video', 'ACTION_GET_CONTENT', 'ACTION_EDIT_CONTACT', 'send_email']	{'plan': 'ACTION_EDIT_CONTACT', 'arguments': {'contact_uri': 'content:\\/\\/contacts\\/people\\/1035', 'contact_info': 'email:user1035@newdomain.com'}}	{'plan': 'ACTION_EDIT_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/1035', 'contact_info': {'email': 'user1035@newdomain.com'}}}	pass	fail	fail	turn3.tsv
"[""turn 1: Add contact Sarah Connor with phone number 610-555-1212 and email [sarah.connor@resistance.net]. -> Created Sarah Connor’s contact: content://contacts/people/sarah_connor"", ""turn 2: Search for the Golden Pavilion in Kyoto. -> Here’s what I found: Kinkaku-ji (Golden Pavilion), 1 Kinkakujicho, Kita Ward, Kyoto 603-8361, Japan."", ""turn 3: Upload any file for backup. -> Your file has been backed up: content://files/backup_archive.zip"", ""turn 4: Open Wi-Fi settings on my phone. -> Wi-Fi settings are now open.""]"	Actually, add the address '42 Galaxy Way, Los Angeles, CA' to that contact.	Add address '42 Galaxy Way, Los Angeles, CA' to content://contacts/people/sarah_connor.	['ACTION_VIEW_CONTACT', 'ACTION_EDIT_CONTACT', 'ACTION_SHOW_TIMERS', 'ACTION_GET_CONTENT', 'get_contact_info_from_uri']	{'plan': 'ACTION_EDIT_CONTACT', 'arguments': {'contact_uri': 'content:\\/\\/contacts\\/people\\/sarah_connor', 'contact_info': '42 Galaxy Way, Los Angeles, CA'}}	{'plan': 'ACTION_EDIT_CONTACT', 'arguments': {'contact_uri': 'content://contacts/people/sarah_connor', 'contact_info': {'address': '42 Galaxy Way, Los Angeles, CA'}}}	pass	fail	fail	turn3.tsv
"[""turn 1: Record a four quick video snippet -> Recording your snippet—all of that saved at content://snippets/clip1.mp4, content://snippets/clip3.mp4. content://snippets/clip4.mp4. and content://snippets/clip2.mp4."", ""turn 2: Open the EPUB at content://pdfs/ebook.epub. -> Opening the EPUB eBook at content://pdfs/ebook.epub."", ""turn 3: Save Gabrielle Union with email [gabrielle@universal.com] and company Universal Pictures. -> Gabrielle Union has been saved to your contacts with email [gabrielle@universal.com] and company Universal Pictures. Find it at content://contacts/people/gabrielle_union."", ""turn 4: Show me the apps I've used recently. -> Here are the apps you've used recently: Maps; Messages; Chrome; YouTube; Calendar.""]"	Please trim second one snippet from 5 seconds to 20 seconds.	Trim the video snippet at content://snippets/clip3.mp4 from 5 seconds to 20 seconds.	['ACTION_CREATE_DOCUMENT', 'INTENT_ACTION_VIDEO_CAMERA', 'play_video', 'ACTION_OPEN_CONTENT', 'ACTION_EDIT_VIDEO']	{'plan': 'ACTION_EDIT_VIDEO', 'arguments': {'video_uri': 'content:\\/\\/snippets\\/clip3\\.mp4', 'edit_options': {'start_time': 5, 'end_time': 20}}}	{'plan': 'ACTION_EDIT_VIDEO', 'arguments': {'video_uri': 'content://snippets/clip3.mp4', 'edit_options': {'start_time': 5000, 'end_time': 20000}}}	pass	fail	fail	turn3.tsv
"[""turn 1: Launch MX Player to play rtsp\://example.com/segment.sdp. -> MX Player is now streaming rtsp\://example.com/segment.sdp."", ""turn 2: Create a rich text file named Biography.rtf. -> Biography.rtf has been created at content://documents/Biography.rtf."", ""turn 3: Update contact at content://contacts/people/zoe: add company Zeta Inc, email [zoe@zeta.io], and phone 1231231234. -> Zoe’s contact has been updated at content://contacts/people/zoe with company Zeta Inc, email [zoe@zeta.io], and phone 1231231234."", ""turn 4: Send 'St Patrick's Day parade starts at noon.' to +353876543210. -> Your St Patrick's Day parade reminder has been sent to +353876543210.""]"	Trim that segment to only include from 10s to 40s.	Trim rtsp\://example.com/segment.sdp to only include from 10 seconds to 40 seconds.	['ACTION_SET_RINGTONE', 'ACTION_VIEW_WEB_HISTORY', 'ACTION_EDIT_VIDEO', 'send_email', 'ACTION_CREATE_DOCUMENT']	{}	{'plan': 'ACTION_EDIT_VIDEO', 'arguments': {'video_uri': 'rtsp\\://example.com/segment.sdp', 'edit_options': {'start_time': 10000, 'end_time': 40000}}}	fail	fail	fail	turn3.tsv
"[""turn 1: Start recording video now. -> Recording started—your video is saved at content://videos/recording_003.mp4."", ""turn 2: Pick a phone number from my contacts. -> Sure—just tap the contact whose number you'd like."", ""turn 3: Show me all details stored at content://com.app.addressbook/contacts/321. -> Here are the details for content://com.app.addressbook/contacts/321: Name: Mike Brown; Phone: 323-555-0178; Email: [mbrown@comapp.com]; Address: 1024 Sunset Blvd, Los Angeles, CA."", ""turn 4: Show me my sent mail items. -> Here are your recent sent emails: [claire.liu@example.com]: 'Event Invitation'; [tom.hanks@example.com]: 'Feedback Request'; [sara.connor@example.com]: 'Project Timeline'.""]"	Actually, trim that recording to start at 10 seconds and end at 1 minute.	Trim content://videos/recording_003.mp4 so that it starts at 10 seconds and ends at 1 minute.	['launch_application', 'ACTION_EDIT_VIDEO', 'ACTION_VIEW_PLAYLIST', 'open_settings', 'ACTION_INSERT_EVENT']	{'plan': 'ACTION_EDIT_VIDEO', 'arguments': {'video_uri': 'content:\\/\\/videos\\/recording_003\\.mp4', 'edit_options': {'start_seconds': 10, 'end_seconds': 60}}}	{'plan': 'ACTION_EDIT_VIDEO', 'arguments': {'video_uri': 'content://videos/recording_003.mp4', 'edit_options': {'start_time': 10000, 'end_time': 60000}}}	pass	fail	fail	turn3.tsv
"[""turn 1: Dial +1 (202) 555-0187 for the DC office. -> Connecting to +1 (202) 555-0187 for the DC office."", ""turn 2: Update Elena’s contact at content://contacts/people/elena: set company to ElenaCorp and email to [elena@corporation.com]. -> Elena’s contact has been updated: company set to ElenaCorp; email updated to [elena@corporation.com]. (URI: content://contacts/people/elena)"", ""turn 3: Show my call history. -> Here is your call history: Mia +61 2 9876 5432 (Incoming) at 12:00 PM today; Noah +81 3-1234-5678 (Missed) at 9:25 AM today; Olivia +1-202-555-0170 (Outgoing) at 6:40 PM yesterday."", ""turn 4: Launch the video camera. -> Video camera launched successfully.""]"	Please add +1 (202) 555-0187 as a contact named 'DC office'.	Create a new contact named 'DC office' with phone number +1 (202) 555-0187.	['play_music', 'ACTION_GET_CONTENT', 'ACTION_INSERT_CONTACT', 'web_search', 'ACTION_IMAGE_CAPTURE']	{'plan': 'ACTION_INSERT_CONTACT', 'arguments': {}, 'contact_info': {'name': 'DC office', 'phone': '+1 (202) 555-0187'}}	{'plan': 'ACTION_INSERT_CONTACT', 'arguments': {'contact_info': {'name': 'DC office', 'phone': '+1 (202) 555-0187'}}}	pass	fail	fail	turn3.tsv
"[""turn 1: Could you call 404-404-4044? -> Connecting to 404-404-4044 now."", ""turn 2: Select multiple videos for a montage edit. -> Sure—select as many video clips as you’d like for the montage."", ""turn 3: Show me my ringtones so I can choose a new alarm sound. -> Here’s your ringtone library. Your alarm sound is now set to content://media/internal/audio/media/12."", ""turn 4: Show the phone number for contact content://profiles/contacts/905. -> The phone number is 442-334-6677.""]"	Please save the number ending in 4044 to my contacts.	Save the phone number 404-404-4044 to your contacts.	['ACTION_SET_RINGTONE', 'ACTION_SHOW_ALARMS', 'ACTION_INSERT_CONTACT', 'ACTION_GET_CONTENT', 'INTENT_ACTION_STILL_IMAGE_CAMERA']	"{'plan': 'ACTION_INSERT_CONTACT', 'arguments': ['{""name"":""John Doe"",""number"":""404-404-4044""}']}"	{'plan': 'ACTION_INSERT_CONTACT', 'arguments': {'contact_info': {'phone': '404-404-4044'}}}	pass	fail	fail	turn3.tsv
"[""turn 1: Dial the Paris office at +33 (1) 44 20 77 00. -> Dialing the Paris office at +33 (1) 44 20 77 00."", ""turn 2: Show me details for event 78. -> Event 78: Marketing Sync at 4:00 PM on August 22. Location: Online."", ""turn 3: Retrieve the alternate phone number from content://contacts/555/phone_alt. -> Here’s the alternate phone number: +1-555-765-4321."", ""turn 4: Let me choose a phone number from my contacts. -> Sure—here are your contacts’ phone numbers.""]"	Please save this number as 'Paris Office' in my contacts.	Save +33 (1) 44 20 77 00 to your contacts under the name 'Paris Office'.	['ACTION_VIEW_SENT_EMAILS', 'ACTION_OPEN_CONTENT', 'ACTION_VIEW_SENT_MESSAGES', 'ACTION_INSERT_CONTACT', 'ACTION_SET_ALARM']	"{'plan': 'ACTION_INSERT_CONTACT', 'arguments': ['{""name"":""Paris Office"",""number"":""+33 (1) 44 20 77 00""}']}"	{'plan': 'ACTION_INSERT_CONTACT', 'arguments': {'contact_info': {'name': 'Paris Office', 'phone': '+33 (1) 44 20 77 00'}}}	pass	fail	fail	turn3.tsv
"[""turn 1: Show me the contact details for content://contacts/people/42. -> Here’s the info for content://contacts/people/42: Name: Michael Lee; Phone: (555) 987-6543; Email: [michael.lee42@example.com]; Address: 321 Oak St, Centerville, OH 45459."", ""turn 2: Update the conclusion of the document at content://documents/doc/350 to 'In conclusion, we achieved our goals.' -> Done—I've updated the conclusion in content://documents/doc/350 to: 'In conclusion, we achieved our goals.'"", ""turn 3: Display the 'Reggae Rhythms' playlist. -> Here’s your 'Reggae Rhythms' playlist: Three Little Birds; No Woman, No Cry; Is This Love."", ""turn 4: Show all the messages I’ve sent so far. -> Your Sent messages folder is empty.""]"	Please start navigation to that address.	Navigate to 321 Oak St, Centerville, OH 45459.	['launch_application', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_OPEN_CONTENT', 'get_contact_info', 'web_search']	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': ['321 Oak St', 'Centerville', 'OH 45459']}	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': '321 Oak St, Centerville, OH 45459'}}	pass	fail	fail	turn3.tsv
"[""turn 1: Show me a complete summary of contact content://contacts/people/1618. -> Here are the details for contact content://contacts/people/1618: ID: 1618; Name: Robert Brown; Phone: (555) 1618; Email: [rbrown1618@example.org]; Address: 1618 Elm St, Gotham, NY 10018."", ""turn 2: Take a photo of the whiteboard and save it to content://work/whiteboard/board.jpg. -> Photo of the whiteboard captured and saved to content://work/whiteboard/board.jpg."", ""turn 3: Set an alarm for 4:16 PM without vibration. -> Your alarm (ID: alarm_no6) is set for 4:16 PM with vibration disabled."", ""turn 4: Open TikTok so I can watch some short clips. -> TikTok is now open. Enjoy your clips!""]"	Please start navigation to that address.	Navigate to 1618 Elm St, Gotham, NY 10018.	['web_search', 'ACTION_EDIT_DOCUMENT', 'ACTION_NAVIGATE_TO_LOCATION', 'INTENT_ACTION_VIDEO_CAMERA', 'get_contact_info']	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': '1618 Elm St, Gotham, NY 10018'}}	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': '1618 Elm St, Gotham, NY 10018'}}	pass	pass	pass	turn3.tsv
"[""turn 1: Show the full record for content://profiles/contacts/104. -> Here are the full details for content://profiles/contacts/104: Name: Michael Lee; Phone: (202) 555-0144; Email: [dwilson@profiles.com]; Address: 75 Sunset Blvd, Los Angeles, CA."", ""turn 2: Start recording a movie. -> Recording started. The camera app is now on standby."", ""turn 3: Let me open a plain text note. -> Sure—please choose the plain text file you’d like to open."", ""turn 4: Show the address for content://contacts/people/9988. -> The address for content://contacts/people/9988 is 123 Main St, Springfield, IL 62704.""]"	Can you navigate me to Michael Lee's location?	Navigate to 75 Sunset Blvd, Los Angeles, CA	['ACTION_VIEW_CALL_LOG', 'ACTION_EDIT_CONTACT', 'ACTION_NAVIGATE_TO_LOCATION', 'ACTION_VIEW_RECENT_APPS', 'ACTION_OPEN_DOCUMENT']	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {}}	{'plan': 'ACTION_NAVIGATE_TO_LOCATION', 'arguments': {'location': '75 Sunset Blvd, Los Angeles, CA'}}	pass	fail	fail	turn3.tsv
"[""turn 1: Open an HTML file for editing. -> Opening the HTML file: content://documents/webpage/index.html."", ""turn 2: Take a photo of the barcode and save it to content://codes/barcode/bar_001.png. -> Photo of the barcode taken and saved to content://codes/barcode/bar_001.png."", ""turn 3: List my recent call history. -> Here’s your recent call history: Beth +1-213-555-0133 (outgoing) at 7:15 AM today; Carl +1-646-555-0155 (missed) at 10:55 PM yesterday; Dana +44-20-7946-0500 (incoming) at 11:35 AM today."", ""turn 4: Open the video recording tool. -> Video recording tool opened successfully.""]"	Please open that HTML file.	Open the HTML file at content://documents/webpage/index.html.	['ACTION_VIEW_RECENT_APPS', 'dial', 'play_music', 'ACTION_OPEN_CONTENT', 'get_contact_info']	{'plan': 'ACTION_OPEN_CONTENT', 'arguments': {'uri': 'content:\\/\\/documents\\/webpage\\/index.html', 'mime_type': ''}}	{'plan': 'ACTION_OPEN_CONTENT', 'arguments': {'uri': 'content://documents/webpage/index.html', 'mime_type': 'text/html'}}	pass	fail	fail	turn3.tsv
"[""turn 1: Upload any file for a quick backup. -> Your file has been backed up to content://files/backup_archive.zip."", ""turn 2: Trim old_footage.mp4 to the first 10 seconds. -> Trimming old_footage.mp4 to the first 10 seconds. Editor is ready."", ""turn 3: Play the Spotify track spotify\:track:4uLU6hMCjMI75M1A2tKUQC. -> Now playing: spotify\:track:4uLU6hMCjMI75M1A2tKUQC."", ""turn 4: Select multiple image files in any format. -> Please choose the images you’d like to include.""]"	Open that backup file	Open the file at content://files/backup_archive.zip	['ACTION_VIDEO_CAPTURE', 'search_location', 'ACTION_VIEW_RECENT_APPS', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_OPEN_CONTENT']	{'plan': 'ACTION_OPEN_CONTENT', 'arguments': {'uri': 'content:\\/\\/files\\/backup_archive\\.zip'}}	{'plan': 'ACTION_OPEN_CONTENT', 'arguments': {'uri': 'content://files/backup_archive.zip'}}	pass	fail	fail	turn3.tsv
"[""turn 1: Take a photo and save it automatically. -> Photo captured and saved at content://media/internal/photos/IMG_20230615_100200.jpg."", ""turn 2: Create an event titled 'AI Trends Webinar' on August 15, 2024, from 8:00 AM to 9:00 AM online, with description 'Join online webinar on latest AI developments'. -> 'AI Trends Webinar' has been added to your calendar for August 15, 2024, 8:00 AM–9:00 AM (online): content://calendar/event/5"", ""turn 3: Mute and trim content://podcasts/episode10.mp4 from 2 to 3 minutes. -> Muted and extracted the 2–3 minute segment of episode10.mp4. Editor is ready."", ""turn 4: Show my sent mail items. -> Here are your recent sent messages: [claire.liu@example.com] – 'Event Invitation'; [tom.hanks@example.com] – 'Feedback Request'; [sara.connor@example.com] – 'Project Timeline'.""]"	Open that photo for me	Open content://media/internal/photos/IMG_20230615_100200.jpg for me	['ACTION_SET_ALARM', 'ACTION_OPEN_CONTENT', 'ACTION_EDIT_DOCUMENT', 'ACTION_SET_TIMER', 'ACTION_GET_RINGTONE']	{'plan': 'ACTION_OPEN_CONTENT', 'arguments': {'uri': 'content:\\/\\/media\\/internal\\/photos\\/IMG_20230615_100200\\.jpg'}}	{'plan': 'ACTION_OPEN_CONTENT', 'arguments': {'uri': 'content://media/internal/photos/IMG_20230615_100200.jpg'}}	pass	fail	fail	turn3.tsv
"[""turn 1: Update the phone number for contact content://contacts/people/matthew to (123) 456-7890. -> Matthew’s phone number has been updated to (123) 456-7890. You can view the contact at content://contacts/people/matthew."", ""turn 2: Save Gabrielle Union’s contact with email [gabrielle@universal.com] and company Universal Pictures. -> Gabrielle Union’s contact has been saved with email [gabrielle@universal.com] and company Universal Pictures at content://contacts/people/gabrielle_union."", ""turn 3: Open the alarm ringtone browser. -> Opening the alarm ringtone browser now."", ""turn 4: Trim content://music/video.mp4 to its first 2 minutes. -> Trimming the video at content://music/video.mp4 to the first 2 minutes. Editor is ready.""]"	Dial that number	Dial (123) 456-7890.	['ACTION_VIEW_CALL_LOG', 'ACTION_OPEN_CONTENT', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'dial', 'ACTION_OPEN_DOCUMENT']	{'plan': 'dial', 'arguments': {'phone_number': '(123) 456-7890'}}	{'plan': 'dial', 'arguments': {'phone_number': '(123) 456-7890'}}	pass	pass	pass	turn3.tsv
"[""turn 1: Change John’s phone number to 555-1234 for contact content://contacts/people/john. -> John’s contact has been updated: phone number is now 555-1234 at content://contacts/people/john."", ""turn 2: Show me the details for contact content://contacts/people/1033. -> Here are the details for content://contacts/people/1033, opening now."", ""turn 3: Dial +1 (202) 555-0187 for the DC office. -> Connecting to +1 (202) 555-0187 now."", ""turn 4: Open the alarm melody picker so I can choose a new ringtone. -> Ringtone picker is open—please select your alarm melody.""]"	Call John at 555-1234.	Dial 555-1234.	['dial', 'ACTION_OPEN_DOCUMENT', 'send_email', 'get_contact_info', 'ACTION_SHOW_ALARMS']	{'plan': 'dial', 'arguments': {'phone_number': '555-1234'}}	{'plan': 'dial', 'arguments': {'phone_number': '555-1234'}}	pass	pass	pass	turn3.tsv
"[""turn 1: Update Natalie Reed’s contact at content://contacts/people/natalie_r with phone 555-0001 and address 123 Oak Lane. -> Natalie Reed’s contact has been updated with phone number 555-0001 and address 123 Oak Lane. (content://contacts/people/natalie_r)"", ""turn 2: Open an AAC audio file. -> Sure—please select the AAC audio file you’d like to open."", ""turn 3: Send an email to [editor@publishers.com] with attachments file:///chapter1.docx and file:///chapter2.docx, subject 'Draft Chapters', and body 'Let me know your thoughts.'. -> Email sent to [editor@publishers.com] with subject 'Draft Chapters' and attachments chapter1.docx, chapter2.docx."", ""turn 4: Schedule a one-hour brainstorming session for next Tuesday, April 16, 2024 at 2:00 PM in Zoom Room A titled 'Project Alpha Brainstorm' with description 'Initial idea generation for Project Alpha'. -> 'Project Alpha Brainstorm' has been scheduled for April 16, 2024 at 2:00 PM in Zoom Room A: content://calendar/event/1""]"	Please place a call to that number.	Place a call to 555-0001.	['ACTION_EDIT_VIDEO', 'dial', 'ACTION_SHOW_TIMERS', 'ACTION_VIEW_RECENT_APPS', 'web_search']	{'plan': 'dial', 'arguments': {'phone_number': '555-0001'}}	{'plan': 'dial', 'arguments': {'phone_number': '555-0001'}}	pass	pass	pass	turn3.tsv
